time,lat,lon,depth,station,cast,temp,sal,avg_fix_rate_15N2,stdev_15N2_fix_rate,avg_fix_rate_13C,stdev_13C_fix_rate,below_detection_limit_Nfix,below_detection_limit_Cfix,CMAP_sea_water_temp_WOA_clim_tblWOA_Climatology,CMAP_density_WOA_clim_tblWOA_Climatology,CMAP_salinity_WOA_clim_tblWOA_Climatology,CMAP_nitrate_WOA_clim_tblWOA_Climatology,CMAP_phosphate_WOA_clim_tblWOA_Climatology,CMAP_silicate_WOA_clim_tblWOA_Climatology,CMAP_oxygen_WOA_clim_tblWOA_Climatology,CMAP_NO3_tblPisces_NRT,CMAP_PO4_tblPisces_NRT,CMAP_O2_tblPisces_NRT,CMAP_Si_tblPisces_NRT,CMAP_PP_tblPisces_NRT,CMAP_CHL_tblPisces_NRT,CMAP_PHYC_tblPisces_NRT
2021-12-04T11:30:00,0.071,-139.904,100,11.0,2.0,17.5179,34.9662,,,0.57,0.46,1.0,,24.705873012542725,24.18913459777832,35.25941562652588,7.86077743768692,0.9576371237635612,5.047698080539703,4.059724599123001,,,,,,,
2021-12-04T11:30:00,0.071,-139.904,125,11.0,2.0,17.1069,35.078,,,0.11,0.04,1.0,,21.769172191619877,25.095722198486328,35.22093105316162,12.13768482208252,1.1919704973697662,7.222334980964661,3.2193190455436707,,,,,,,
2021-12-06T11:40:00,-2.5,-140.001,5,12.0,1.0,25.7744,35.2547,,,12.68,1.19,1.0,,26.199833234151203,23.29438749949137,35.31904602050781,5.329814751942952,0.7394399543603262,2.014853815237681,4.637381394704183,12.606624136066928,1.1969128412883214,213.22380052430208,17.864251079581443,0.0186344168097202,0.2070257601732783,1.8389594612847848
2021-12-06T11:40:00,-2.5,-140.001,25,12.0,1.0,25.7802,35.254,,,10.23,0.6,1.0,,26.145799954732254,23.38050746917725,35.31474622090658,5.563752015431722,0.7581828931967417,2.0849028825759888,4.585117101669312,12.67453576097424,1.2025450728965144,212.3982762808805,17.88860982034125,0.013525192282455,0.2446358124866649,1.6988113869721049
2021-12-06T11:40:00,-2.5,-140.001,45,12.0,1.0,25.7843,35.2537,,,6.98,1.05,1.0,,26.088638305664062,23.50212383270264,35.314690272013344,6.008471012115479,0.8065425356229147,2.1422698299090066,4.510933796564738,12.851558030253331,1.2161599433785857,209.95454772793693,17.939678695467933,0.0088768052595733,0.296841948810543,1.4403512565176015
2021-12-06T11:40:00,-2.5,-140.001,75,12.0,1.0,25.7931,35.2515,,,,,1.0,1.0,25.92320156097412,23.756031672159832,35.3493849436442,5.623027165730794,0.7676598131656647,3.0262931982676187,4.45407239596049,13.414446488776766,1.2523549096756064,202.84016896259087,17.87680183275858,0.0022226578768842,0.2731223749843434,0.9215298249867072
2021-12-06T11:40:00,-2.5,-140.001,100,12.0,1.0,24.8867,35.2991,,,,,1.0,1.0,25.2965726852417,24.17348051071167,35.42215824127197,6.2563393115997314,0.8345388770103455,3.8021968007087703,4.25689709186554,,,,,,,
2021-12-06T11:40:00,-2.5,-140.001,125,12.0,1.0,16.3267,35.1824,,,,,1.0,1.0,22.100794792175293,25.12040424346924,35.3979606628418,15.67570972442627,1.3877156972885132,4.509218454360962,3.034340739250183,,,,,,,
2021-12-10T14:30:00,6.4995,-146.6511,5,15.0,1.0,26.7787,34.8301,0.14,0.04,12.81,0.46,,,27.499566396077476,22.321081161499023,34.54792912801107,1.8679852485656736,0.273082544406255,0.9540624618530272,4.665316581726074,7.456746547172083,0.847182095897564,209.0980023036884,13.83113633864074,0.0172625885051351,0.2354574158900729,1.660985212885833
2021-12-11T14:30:00,9.25,-148.69,5,16.0,1.0,27.248,34.1407,0.38,0.21,2.69,0.28,,,27.12809975941976,22.188384373982743,34.20786666870117,0.5096748024225235,0.1748779987295468,0.613119641939799,4.774319728215535,3.6026363626518183,0.5900822893688363,211.17055404552457,11.417969749728474,0.0116919010448107,0.1667576919831951,1.3120897282479551
2021-12-12T14:30:00,11.907,-150.6871,5,17.0,1.0,26.6121,34.0127,0.43,0.11,3.63,0.56,,,26.294267972310383,22.380687077840168,34.113097508748375,0.2206760471065839,0.2090505212545395,0.4680288930733998,4.752708911895752,2.5022875529465765,0.5377536355376895,214.04974048791533,11.280896445113076,0.0095492789903691,0.138020723980543,1.1878328563815252
