time,lat,lon,depth,station,cast,Cfix,stdev_Cfix,ChlA,PARz,CMAP_sea_water_temp_WOA_clim_tblWOA_Climatology,CMAP_density_WOA_clim_tblWOA_Climatology,CMAP_salinity_WOA_clim_tblWOA_Climatology,CMAP_nitrate_WOA_clim_tblWOA_Climatology,CMAP_phosphate_WOA_clim_tblWOA_Climatology,CMAP_silicate_WOA_clim_tblWOA_Climatology,CMAP_oxygen_WOA_clim_tblWOA_Climatology,CMAP_NO3_tblPisces_NRT,CMAP_PO4_tblPisces_NRT,CMAP_O2_tblPisces_NRT,CMAP_Si_tblPisces_NRT,CMAP_PP_tblPisces_NRT,CMAP_CHL_tblPisces_NRT,CMAP_PHYC_tblPisces_NRT
2021-11-28T11:42:30,10.696,-140.002,75,7,1,0.3647041189671094,0.0233007250652341,0.2519,0.1517069822772173,16.623403072357178,25.362250010172527,34.540866216023765,2.817064861456553,0.5788444876670837,6.174578110376994,4.238518397013347,16.268212421732503,1.4669894466800002,134.31650962830247,20.995361105597503,0.0014975603940304,0.3604265592371499,1.003405612707417
2021-11-28T11:42:30,10.696,-140.002,100,7,1,,,0.1978,0.027157422753329,13.794320106506348,26.098510265350345,34.60179710388184,7.794468998908997,1.1654802709817886,9.897933721542358,3.1148083806037903,,,,,,,
2021-12-04T11:12:00,0.071,-139.9,5,11,2,27.49615329863569,2.095308066637178,0.5133,22.047246986283096,25.90309476852417,23.2540561358134,35.08815860748291,5.661176443099976,0.7708789060513178,2.7918055256207785,4.700120806694031,12.907777168536777,1.208833669849073,208.4026933149437,19.01420614665848,0.0217657646571753,0.2448247336133437,2.017620977578657
2021-12-04T11:12:00,0.071,-139.9,25,11,2,23.80055622709097,2.031235202832092,0.5451,6.2324844688826895,25.825815041859943,23.375455061594646,35.09373792012533,6.1601918538411455,0.8085586527983347,2.4775942166646323,4.669422745704651,13.164734214243031,1.22460796255101,203.53167004048987,19.29454645243536,0.0149389485090108,0.2974847080280001,1.8350021264166168
2021-12-04T11:12:00,0.071,-139.9,45,11,2,22.80130645154425,2.9711209858411243,0.578,2.0676443580615715,25.717884063720703,23.510576089223225,35.111215909322105,5.617890954017639,0.8175721168518066,2.617426186800003,4.566102981567383,13.877055489656437,1.2660670804260226,194.49558315847725,20.080441680822343,0.0091119551569027,0.3548090673531248,1.5357066727043942
2021-12-04T11:12:00,0.071,-139.9,75,11,2,19.645767300927155,0.5471259092744409,0.2943,0.4852148355248225,25.408340136210125,23.849558512369796,35.16148281097412,7.039247552553813,0.8592485884825388,3.8824463884035754,4.392511447270711,16.366022731311364,1.4005384562600005,169.6954664750909,23.005296367586368,0.0016054155011342,0.2679178097256893,0.812580227851856
2021-12-04T11:12:00,0.071,-139.9,100,11,2,4.831082226908208,0.5513321707783102,0.1401,0.0970429671049644,24.705873012542725,24.18913459777832,35.25941562652588,7.86077743768692,0.9576371237635612,5.047698080539703,4.059724599123001,,,,,,,
2021-12-04T11:12:00,0.071,-139.9,125,11,2,0.3403044936654671,0.0165969586656125,0.1299,0.0194085934209929,21.769172191619877,25.095722198486328,35.22093105316162,12.13768482208252,1.1919704973697662,7.222334980964661,3.2193190455436707,,,,,,,
2021-12-06T11:09:00,-2.5,-140.0,5,12,1,11.455297112313914,0.0,0.3814,20.209823665619663,26.199833234151203,23.29438749949137,35.31904602050781,5.329814751942952,0.7394399543603262,2.014853815237681,4.637381394704183,12.616972281476048,1.1979338423875263,213.2396391730396,17.87526788534776,0.0186403289151942,0.2071599966536019,1.84061625494482
2021-12-06T11:09:00,-2.5,-140.0,25,12,1,12.129219268121522,0.0,0.3769,6.184365803131519,26.145799954732254,23.38050746917725,35.31474622090658,5.563752015431722,0.7581828931967417,2.0849028825759888,4.585117101669312,12.685222813041852,1.2035907432023227,212.37280830015376,17.898005724220877,0.0135187438671402,0.2448446389233434,1.6988469704767792
2021-12-06T11:09:00,-2.5,-140.0,45,12,1,10.234063285748896,0.0,0.3831,2.368463524449103,26.088638305664062,23.50212383270264,35.314690272013344,6.008471012115479,0.8065425356229147,2.1422698299090066,4.510933796564738,12.865820703281509,1.2173231011289551,209.8658277209664,17.949311193795626,0.0088704230980352,0.2969658268170168,1.439976684172273
2021-12-06T11:09:00,-2.5,-140.0,75,12,1,9.298695830888514,0.0,0.3847,0.7005539665908477,25.92320156097412,23.756031672159832,35.3493849436442,5.623027165730794,0.7676598131656647,3.0262931982676187,4.45407239596049,13.452282491357238,1.2547727425895283,202.55034136532663,17.905102646311782,0.0022128085560332,0.2726532989479663,0.9171691253932392
2021-12-06T11:09:00,-2.5,-140.0,100,12,1,1.976597540167001,0.0,0.3169,0.2444350214102615,25.2965726852417,24.17348051071167,35.42215824127197,6.2563393115997314,0.8345388770103455,3.8021968007087703,4.25689709186554,,,,,,,
2021-12-06T11:09:00,-2.5,-140.0,125,12,1,1.3091729064878523,0.0,0.1829,0.0718533093488894,22.100794792175293,25.12040424346924,35.3979606628418,15.67570972442627,1.3877156972885132,4.509218454360962,3.034340739250183,,,,,,,
